id,name,email,phone,website,address,city,state,zip_code,country,description,capacity,music_focus,venue_type,booking_notes,instagram_handle,facebook_url,is_verified,created_at,updated_at
f0095e0a-2e17-45cf-9120-9a75d845020e,Pitt Street Brewing Company,null,null,null,null,Greenville,NC,27858,USA,"Housed in historic restored Coca-Cola bottling plant near ECU, traditional to experimental brews.",200,"[""Rock"",""Folk"",""Blues""]",brewery,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
338b5a41-bd0e-4664-95f2-3ce83e504472,The Ramkat,info@theramkat.com,336-754-9714,https://www.theramkat.com,170 W 9th Street,Winston-Salem,NC,27101,USA,"Two-level 11,670 sqft venue opened 2018, handicap-accessible with three bars. Upstairs Gas Hill lounge holds 100.",1000,"[""Rock"",""Indie"",""Hip-Hop"",""Electronic"",""Country""]",venue,"Mailing: PO Box 20333 Winston-Salem, NC 27120",null,https://www.facebook.com/theramkat,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
1091907b-a039-4747-9fc0-656ab62c7961,Foothills Brewing - Downtown Brewpub,hello@foothillsbrewing.com,336-777-3348,https://www.foothillsbrewing.com,638 W Fourth Street,Winston-Salem,NC,27101,USA,"Live music Wed-Sun nights. Wednesdays reserved for Bluegrass, Sundays for Jazz.",200,"[""Bluegrass"",""Jazz"",""Rock"",""Folk""]",brewery,"Mailing: P.O. Box 1687, Clemmons, NC 27012",null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
ae422447-4445-476c-a9fc-0bb41a731d15,Foothills Brewing - Tasting Room,hello@foothillsbrewing.com,336-997-9484,https://www.foothillsbrewing.com,3800 Kimwell Drive,Winston-Salem,NC,27103,USA,Live music Friday-Saturday nights and Sunday afternoons.,250,"[""Rock"",""Country"",""Folk""]",brewery,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
da41a458-c9f0-4c00-be5d-20f59c68ab41,Carolina Theatre,null,336-333-2600,https://carolinatheatre.com,310 South Greene Street,Greensboro,NC,27401,USA,"Historic theatre with 793 orchestra seats and 302 mezzanine seats, available for rentals.",1130,"[""Classical"",""Jazz"",""Rock"",""Folk""]",other,"Box Office: Mon-Fri noon-3pm, 30 min before performances",null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
c843d650-3f93-4fd3-83c2-666df7444454,Flat Iron,theflatironproduction@gmail.com,null,https://flatirongso.com,221 Summit Avenue,Greensboro,NC,27401,USA,"Live music venue and cocktail bar. Shows Tue-Sun, Wed and Sun reserved for residencies.",200,"[""Rock"",""Indie"",""Jazz"",""Blues""]",bar,Also email: abbeyspoon.flatiron@gmail.com,null,https://www.facebook.com/flatirongso,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
26ac0a59-992f-4931-a5e9-22a8203a3134,Hangar 1819,null,336-579-6480,https://hangar1819.com,null,Greensboro,NC,27403,USA,Live music venue with capacity up to 7 nights per week.,529,"[""Rock"",""Indie"",""Country"",""Electronic""]",venue,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
b55ba6cc-dc17-4fa5-961b-a17c63035bb0,Paddy's Irish Public House,null,910-568-5654,https://paddysirishpub.com,"2606 Raeford Road, Suite B",Fayetteville,NC,28303,USA,Award-winning Irish pub and premier music venue/dance club. Live music Thu-Sat.,200,"[""Rock"",""Country"",""Blues"",""Irish""]",bar,Hours: Wed-Sat 6pm-2am,null,https://www.facebook.com/paddyspubnc,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
257fee46-474f-451c-9e36-70482e8de879,Haw River Ballroom,Karina@hawriverballroom.com,336-525-2314,https://www.hawriverballroom.com,1711 Saxapahaw Bethlehem Church Road,Saxapahaw,NC,27340,USA,Riverside music venue in former Dye House of historic Saxapahaw mill village.,750,"[""Rock"",""Folk"",""Americana"",""Indie""]",venue,"Phone is Cup 22 box office, open 7am-5pm weekdays, 8am-5pm weekends",null,https://www.facebook.com/hawriverballroom,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
66cdb90e-5dbc-4798-b45d-a2349beea482,Koka Booth Amphitheatre,info@boothamp.com,919-462-2052,https://www.boothamphitheatre.com,8003 Regency Parkway,Cary,NC,27518,USA,"Premier outdoor performing arts venue by Symphony Lake, seating on lawn and Crescent Deck.",7000,"[""Classical"",""Rock"",""Pop"",""Country"",""Jazz""]",amphitheater,"Box Office: 919-462-2025, Tickets: 800-514-3849",null,https://www.facebook.com/BoothAmphitheatre,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
68c3f69f-fafb-4a01-9259-7e269a38240c,Salem Street Pub,null,null,https://www.salemstreetpub.com,null,Apex,NC,27502,USA,Family-owned pub featuring Saturday night live music in Moonshine Room.,100,"[""Rock"",""Country"",""Blues"",""Folk""]",restaurant,null,null,https://www.facebook.com/p/Salem-Street-Pub-100063627880342,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
02f88fc1-f649-4dd9-bfe9-00845bebb00a,Appalachian Theatre,null,null,null,559 W King Street,Boone,NC,28607,USA,Historic theatre in downtown Boone hosting concerts and performances.,629,"[""Folk"",""Bluegrass"",""Rock"",""Classical""]",other,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
d657385d-4aee-4396-9fae-464977b801f8,Schaefer Center for the Performing Arts,null,null,https://schaefercenter.appstate.edu,null,Boone,NC,28608,USA,Appalachian State University's premier performance venue with orchestra and balcony seating.,1664,"[""Classical"",""Jazz"",""World"",""Folk""]",other,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
0167341c-6f25-4793-bcbf-bdc65bd966ef,The Neon Rooster,booking@theneonrooster.com,null,https://www.theneonrooster.com,null,Aberdeen,NC,null,US,Local music venue and bar hosting live performances.,200,"[""original"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
ce7b2c02-21dd-41bb-93e2-52c23b764c76,Abbey Road Tavern & Grill,info@abbeyroadnc.com,919-267-9976,https://www.abbeyroadnc.com,null,Apex,NC,null,US,Restaurant and bar featuring live music on weekends.,150,"[""covers"",""rock"",""blues"",""country""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
bec59e3d-1917-438a-94e2-dc3f56d8a979,Southern Peak Brewery,events@southernpeakbrewery.com,919-267-7766,https://www.southernpeakbrewery.com,null,Apex,NC,null,US,Craft brewery with outdoor stage hosting live music events.,150,"[""singer songwriter"",""indie"",""folk"",""acoustic""]",brewery,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
11a5f26d-5463-4408-ac80-7d6830af0ffc,Asheville Music Hall,booking@ashevillemusichall.com,828-772-2033,https://www.ashevillemusichall.com,null,Asheville,NC,null,US,Multi-level music venue in downtown Asheville featuring diverse acts.,500,"[""rock"",""jam band"",""bluegrass"",""original""]",venue,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
caffd7d9-cf22-442d-bef2-4264d33976c0,Eulogy (AVL),booking@eulogyavl.com,null,https://www.eulogyavl.com,null,Asheville,NC,null,US,Intimate venue and bar in West Asheville hosting local and touring acts.,200,"[""original"",""rock"",""blues"",""country"",""covers""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
6bc94c59-4a2f-48e8-b59f-60563c083852,Blackbird Beer,info@blackbirdraleigh.com,null,https://www.blackbirdraleigh.com,null,Raleigh,NC,null,US,Beer garden and bar with live music in downtown Raleigh.,200,"[""original"",""singer songwriter""]",bar,null,null,null,true,2025-11-16 23:43:02.444908+00,2025-11-17 00:15:27.470343+00
3e4d23a1-7cb6-46d3-9191-9ae1e2f97699,The Fillmore Charlotte,FillmoreCLT.info@livenation.com,980-266-6454,https://www.fillmorenc.com,820 Hamilton Street,Charlotte,NC,28206,USA,"Multi-level music venue housed in a 100-year-old fiber mill, part of the NC Music Factory entertainment complex.",2000,"[""Rock"",""Alternative"",""Indie"",""Hip-Hop"",""Electronic""]",venue,Operated by Live Nation. Contact for private events and bookings.,@fillmorenc,https://www.facebook.com/FillmoreNC,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
342ca5b1-db1f-493c-b27c-b46bdfb68d67,Neighborhood Theatre,booking@neighborhoodtheatre.com,704-942-7997,https://neighborhoodtheatre.com,511 E 36th Street,Charlotte,NC,28205,USA,"Charlotte's premier independent music venue since 1997, located in the NoDa Art District with unique multi-tiered seating.",540,"[""Rock"",""Indie"",""Alternative"",""Hip-Hop"",""Electronic""]",venue,Email booking@neighborhoodtheatre.com for booking inquiries.,@neighborhoodtheatre,https://www.facebook.com/NeighborhoodTheatre,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
3a8ce4d3-65ef-4e55-8b68-6e210ca9bf9f,Amos' Southend,booking@amossouthend.com,704-595-7585,https://amossouthend.com,1423 S Tryon Street,Charlotte,NC,28203,USA,Popular live music venue in South End featuring local and touring artists.,400,"[""Rock"",""Country"",""Blues"",""Alternative"",""Indie""]",venue,Contact booking@amossouthend.com for booking opportunities.,@amossouthend,https://www.facebook.com/amossouthend,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
2142cc50-6dcb-469a-9e54-6105eeeb3ee1,The Evening Muse,booking@eveningmuse.com,704-376-3737,https://www.eveningmuse.com,3227 N Davidson Street,Charlotte,NC,28205,USA,"Intimate listening room in NoDa Arts District, specializing in original music across multiple genres.",120,"[""Folk"",""Americana"",""Blues"",""Jazz"",""Singer-Songwriter""]",venue,"Email with requested date and band name in subject line. Original bands only, no cover bands.",null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
824d9bf1-7e75-4fc9-ac2a-31adde3e0ccd,Visulite Theatre,null,null,https://visulite.com,1615 Elizabeth Avenue,Charlotte,NC,28204,USA,Historic theatre in Elizabeth neighborhood with unique multi-tiered stage and seating arrangement.,540,"[""Rock"",""Indie"",""Alternative"",""Electronic""]",venue,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
9ef78be4-d128-4f71-ae00-af400aab425b,Snug Harbor,null,null,https://snugrock.com,null,Charlotte,NC,28205,USA,"Plaza Midwood live music club with pirate-themed decor, showcasing local talent since 2007.",150,"[""Rock"",""Alternative"",""Indie"",""Metal""]",bar,Shows typically start at 9 PM. Karaoke Thursdays and Sundays.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
e322cb7c-f17e-415a-9270-b68cfe1aa9dc,Petra's Bar,null,null,https://petrasbar.com,1919 Commonwealth Avenue,Charlotte,NC,28203,USA,Piano bar and cabaret in Plaza Midwood featuring live piano performances.,100,"[""Piano Bar"",""Cabaret"",""Jazz""]",bar,null,@petrasbar,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
53d2e89d-662b-4d24-8bb5-c8a5748e73fb,NoDa Brewing Company,null,704-900-6851,https://www.nodabrewing.com,150 W 32nd Street,Charlotte,NC,28206,USA,"Award-winning brewery with spacious indoor/outdoor areas, featuring Live Music Fridays.",300,"[""Rock"",""Indie"",""Folk"",""Country""]",brewery,Regularly scheduled live music at North End location.,@nodabrewing,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
dd79d393-1587-4301-a492-b134e495a150,Triple C Brewing Company,null,null,https://www.triplecbrewing.com,null,Charlotte,NC,28203,USA,South End brewery featuring live music on Saturdays and open mic nights.,200,"[""Rock"",""Folk"",""Americana"",""Indie""]",brewery,Check website calendar for live music schedule.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
cd53e3e3-3ee5-4aac-a416-cbe78ce9450d,Sycamore Brewing,null,null,https://sycamorebrewing.com,2161 Hawkins Street,Charlotte,NC,28203,USA,"21,000 square foot taproom with indoor and outdoor spaces hosting regular live music events.",450,"[""Rock"",""Indie"",""Electronic"",""Folk""]",brewery,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
a1dc9eab-7bc6-4cb4-a1ef-7cb720d41935,Protagonist Beer,null,null,https://protagonistbeer.com,null,Charlotte,NC,28205,USA,"NoDa brewery with production facility and New York style pizza, hosting live music events.",200,"[""Indie"",""Rock"",""Folk""]",brewery,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
c66541db-55fa-4d84-9dfe-dee91d61a9aa,Growlers Pourhouse,null,704-910-6566,https://growlerspourhouse.com,3120 North Davidson Street,Charlotte,NC,28205,USA,NoDa beer bar featuring craft beers and live music.,150,"[""Rock"",""Blues"",""Country""]",bar,null,null,https://www.facebook.com/GrowlersPourHouse,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
c0d1ca99-96dc-4e0b-9613-c02a5894efa4,QC Pour House,null,980-219-7303,https://www.qcpourhouse.com,200 W Tremont Avenue #101,Charlotte,NC,28203,USA,Craft beer bar featuring live music.,150,"[""Rock"",""Blues"",""Country""]",bar,null,null,https://www.facebook.com/qcpourhouse,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
cb4e7e13-b31d-40c5-a2e1-1cb40b536a75,The Comedy Zone,null,null,https://www.cltcomedyzone.com,900 N Carolina Music Factory Boulevard,Charlotte,NC,28206,USA,Full service comedy theater and special event facility in NC Music Factory basement.,400,"[""Comedy""]",other,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
c75fe069-ebd9-4c4b-858b-46d78db48111,U.S. National Whitewater Center,null,null,https://usnwc.org,5000 Whitewater Center Parkway,Charlotte,NC,28214,USA,Outdoor adventure center hosting free River Jam concerts Thursday-Saturday evenings May-September.,2000,"[""Americana"",""Bluegrass"",""Folk"",""Funk"",""Rock""]",amphitheater,"River Jam concerts 7-10 PM, parking $12.",null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
c4dd24c9-db35-4367-a7e1-c80bfeb7366f,Cat's Cradle,booking@catscradle.com,919-967-9053,https://catscradle.com,300 E Main Street,Carrboro,NC,27510,USA,"Legendary independent music venue operating since 1969, less than a mile from UNC Chapel Hill campus.",750,"[""Rock"",""Indie"",""Alternative"",""Punk"",""Electronic""]",venue,ONLY accept booking via email to booking@catscradle.com,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
849220e1-1e26-49aa-8159-757596340226,Local 506,booking@local506.com,919-942-5506,https://local506.com,506 W Franklin Street,Chapel Hill,NC,27516,USA,Dedicated live music venue operating since 1992 in downtown Chapel Hill.,200,"[""Rock"",""Indie"",""Alternative"",""Punk""]",venue,Call after 7 PM. Email booking@local506.com or glenn@local506.com,null,https://www.facebook.com/Local506,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
f85ea1f6-1477-4508-bab9-a0b9e1fe83c7,The Cave,null,984-234-0293,https://caverntavern.com,452 1/2 W Franklin Street,Chapel Hill,NC,27516,USA,"Chapel Hill's oldest bar and music venue, established 1968, featuring music almost nightly.",150,"[""Rock"",""Indie"",""Alternative"",""Punk""]",bar,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
66a630cc-183d-4c0e-b980-49c4876eee35,He's Not Here,henry@southendentertains.com,null,https://hesnotherenc.com,null,Chapel Hill,NC,27516,USA,"Chapel Hill's legendary bar, home of the Blue Cup, with live music on weekends.",200,"[""Rock"",""Pop"",""Country""]",bar,Contact henry@southendentertains.com for bookings.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
81c505e3-0338-42b1-8a0e-3c83ef39717c,Top of the Hill,null,919-929-8676,https://www.thetopofthehill.com,100 East Franklin Street,Chapel Hill,NC,27514,USA,Restaurant and brewery featuring live music in their Back Bar venue.,150,"[""Rock"",""Jazz"",""Blues""]",restaurant,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
6dccc9f9-ae73-4d6f-afbb-6941b2d6a027,Bynum Front Porch,null,919-542-0394,http://www.bynumfrontporch.org,950 Bynum Road,Bynum,NC,27228,USA,"Music series, storytelling, and bluegrass jam sessions at historic general store.",100,"[""Bluegrass"",""Folk"",""Americana"",""Storytelling""]",other,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
2e25cf4d-b9ea-4702-bd8f-966c338e980c,The ArtsCenter,info@artscenterlive.org,919-929-2787,https://artscenterlive.org,400 Roberson Street,Carrboro,NC,27510,USA,"501(c)(3) Arts Education non-profit with two performance spaces, art gallery, and year-round programming.",355,"[""Jazz"",""Folk"",""World"",""Classical""]",other,Earl & Rhoda Wynn Theater: 355 capacity; West End Theater: 106 capacity,null,https://www.facebook.com/theartscentercarrboro,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
c085dc9f-6725-481d-9abe-2ac25a6f7f2c,Red Hat Amphitheater,null,null,https://www.redhatamphitheater.com,500 South McDowell Street,Raleigh,NC,27601,USA,"Major outdoor amphitheater adjacent to Raleigh Convention Center. 1,800 fixed seats, 2,700 movable seats, lawn for 1,000.",5990,"[""Rock"",""Pop"",""Hip-Hop"",""Alternative"",""Country""]",amphitheater,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
26a6457a-ae10-4ac9-ae7c-16b01a765578,The Pour House Music Hall,null,919-821-1120,https://pourhouseraleigh.com,224 S Blount Street,Raleigh,NC,27601,USA,"Record shop by day, live music venue by night in Moore Square Art District.",400,"[""Metal"",""Alternative Rock"",""Jam Bands"",""Indie""]",venue,null,@thepourhouse,https://www.facebook.com/thepourhousemusichall,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
589dca5c-f065-47b1-bda9-dbe9a1c9c4bc,Lincoln Theatre,null,919-821-4111,https://lincolntheatre.com,126 E Cabarrus Street,Raleigh,NC,27601,USA,Historic downtown Raleigh music venue featuring diverse live music and events.,500,"[""Rock"",""Hip-Hop"",""Electronic"",""Indie""]",venue,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
544b59e9-59f6-4d74-af9b-6b68b154c710,Kings,booking@kingsraleigh.com,null,https://www.kingsraleigh.com,14 W Martin Street,Raleigh,NC,27601,USA,"Multi-use venue for live music, performances, movies, and events.",265,"[""Indie"",""Rock"",""Electronic"",""Hip-Hop""]",bar,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
3a467c60-ef37-4433-aaaf-9501a90e156d,Neptune's Parlour,null,919-896-7063,null,"14 W Martin Street, Basement",Raleigh,NC,27601,USA,"Intimate basement cocktail bar underneath Garland, oriented towards DJs and recorded music.",100,"[""DJ"",""Electronic""]",bar,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
7bd040aa-1a18-4b58-b674-3def68e471a4,Slim's Downtown,null,null,https://slimsraleigh.com,227 S Wilmington Street,Raleigh,NC,27601,USA,"Downtown Raleigh's oldest music venue since 1999, intimate dive bar atmosphere.",100,"[""Rock"",""Punk"",""Metal"",""Indie""]",bar,Open mic with live band on Tuesdays.,@slims_tagrams,https://www.facebook.com/SlimsRaleigh,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
caa86910-a48f-498e-950f-826d6b319325,Transfer Co. Ballroom,null,null,https://www.transfercoballroom.com,500 E Davie Street,Raleigh,NC,27601,USA,Live music venue attached to Transfer Co. Food Hall in historic Carolina Coach Garage.,350,"[""Rock"",""Indie"",""Electronic"",""Hip-Hop""]",venue,null,null,https://www.facebook.com/TransferCoBallroom,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
e2c0b816-718e-422c-a2b4-0af43828ded7,Watts and Ward,null,null,https://www.wattsandward.com,200 S Blount Street,Raleigh,NC,27601,USA,"1920s speakeasy-inspired cocktail bar with three authentic bars, can hold 300 inside or 380 with courtyard.",380,"[""Jazz"",""Blues""]",bar,null,@wattsandward,https://www.facebook.com/wattsandward,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
b7a5a569-35ea-432f-8927-d8c40ca4c0f7,Brewery Bhavana,null,null,https://brewerybhavana.com,null,Raleigh,NC,27601,USA,"Four-in-one concept: brewery, dim sum restaurant, flower shop, and bookstore with occasional live music.",200,"[""Jazz"",""Folk"",""Indie""]",brewery,null,@brewerybhavana,https://www.facebook.com/brewerybhavana,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
df2cbe15-edb0-4501-8ef8-6bfa591db482,Crank Arm Brewing,null,null,https://crankarmbrewing.com,319 W Davie Street,Raleigh,NC,27601,USA,"Warehouse District brewery combining bikes and beer, hosts run clubs, cycling clubs, trivia nights, and music events.",200,"[""Rock"",""Indie"",""Folk""]",brewery,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
80dd1cbc-7762-49f3-b679-4d714feee45a,Motorco Music Hall,showinfo@motorcomusic.com,919-901-0875,https://motorcomusic.com,723 Rigsbee Avenue,Durham,NC,27701,USA,"Former midcentury car dealership converted to music venue, essential to revitalization of industrial Durham.",450,"[""Rock"",""Indie"",""Hip-Hop"",""Electronic""]",venue,Email is best way to communicate.,@motorcomh,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
b849695d-5cbf-4de6-b4f4-26e55674563d,The Fruit,durhamfruit@gmail.com,null,https://www.durhamfruit.com,305 S Dillard Street,Durham,NC,27701,USA,"22,000 sqft warehouse complex, voted 'Best Place to Dance' in Triangle, multi-stage concert and arts venue.",500,"[""Electronic"",""Hip-Hop"",""Dance"",""Indie""]",venue,null,null,https://www.facebook.com/305sdillardst,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
17783a77-57ca-4833-ac17-3b25942ed844,The Pinhook,null,null,null,117 W Main Street,Durham,NC,27701,USA,"Durham's premier live music and event space with great sound, stage lighting, projector, and live-stream capabilities.",250,"[""Indie"",""Rock"",""Punk"",""Electronic""]",venue,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
510dd0ff-515c-4699-9210-1a635175ea84,Rubies on Five Points,null,919-381-4349,https://rubiesnc.com,347B W Main Street,Durham,NC,27701,USA,"Live music venue, bar and event space in downtown Durham.",90,"[""Jazz"",""Blues"",""Rock"",""Indie""]",bar,null,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
7ddace13-0dfa-412c-9ebe-d62c45caf459,Bull City Ciderworks,Durham.Taproom@BullCityCiderworks.com,919-237-2357,https://bullcityciderworks.com,305 S Roxboro Street,Durham,NC,27701,USA,Cidery taproom hosting regular events and live music throughout the year.,150,"[""Folk"",""Indie"",""Acoustic""]",winery,Check Facebook and Instagram for event updates.,null,null,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
4c3948a3-9ccd-4d36-91fc-8c9b156e5539,Cocoa Cinnamon,Engage@CocoaCinnamon.com,919-697-8990,https://cocoacinnamon.square.site,420 West Geer Street,Durham,NC,27701,USA,Coffee shop occasionally hosting live music and community events.,75,"[""Jazz"",""Folk"",""Acoustic""]",coffee_shop,null,null,https://www.facebook.com/CCHillsboroughRoad,false,2025-11-17 13:29:19.963379+00,2025-11-17 13:29:19.963379+00
